file_path,feature_path,text,emotion,raw_emotion,dialogue_id,utterance_id,split,dataset
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia875_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia875_utt0.npy,I think you'll find this room more to your liking.,neutral,neutral,875,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia875_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia875_utt1.npy,"Okay, great.",happiness,joy,875,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia875_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia875_utt2.npy,They say he's only got half a tank left.,neutral,neutral,875,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia875_utt3.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia875_utt3.npy,Half a tank? We still got a lot of high-speed chasing to do!,surprise,surprise,875,3,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia875_utt4.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia875_utt4.npy,We're switching rooms again.,anger,anger,875,4,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia875_utt5.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia875_utt5.npy,What? Why?,surprise,surprise,875,5,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia875_utt6.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia875_utt6.npy,"This is a garden view room, and we paid for an ocean view room.",anger,anger,875,6,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia875_utt7.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia875_utt7.npy,Our last ocean view room was unacceptable to you.,happiness,joy,875,7,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia875_utt8.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia875_utt8.npy,"Excuse me, umm, can I talk to you over here for just a second?",anger,anger,875,8,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia875_utt9.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia875_utt9.npy,Uh-huh.,neutral,neutral,875,9,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia875_utt10.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia875_utt10.npy,Chandler!,neutral,neutral,875,10,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia876_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia876_utt0.npy,Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!,anger,anger,876,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia876_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia876_utt1.npy,Joey. Joey. Joey. Joey! Joey!!,anger,anger,876,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia876_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia876_utt2.npy,"Oh. Oh, did-did-did I wake you?",surprise,surprise,876,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia877_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia877_utt0.npy,Hey!,happiness,joy,877,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia877_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia877_utt1.npy,"Hey! Oh, I was just about to leave. I-I-I-I didnt think you were coming.",surprise,surprise,877,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia877_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia877_utt2.npy,"Oh, I wouldnt miss this.",happiness,joy,877,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia877_utt3.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia877_utt3.npy,"Well, Im very glad youre here.",happiness,joy,877,3,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia877_utt4.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia877_utt4.npy,"Oh, youre such a gentleman. Come on! Were going to my place!",happiness,joy,877,4,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia878_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia878_utt0.npy,Hey!,happiness,joy,878,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia878_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia878_utt1.npy,Hey-hey.,neutral,neutral,878,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia878_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia878_utt2.npy,So are guys doing okay?,neutral,neutral,878,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia878_utt3.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia878_utt3.npy,"Yeah, we talked and Monica made me see that I over reacted a little bit and some things in life are more important.",neutral,neutral,878,3,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia879_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia879_utt0.npy,Do you have a minute?,neutral,neutral,879,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia879_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia879_utt1.npy,"Well yeah, sure, whats up?",neutral,neutral,879,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia879_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia879_utt2.npy,I got asked out twice today when I was at lunch by guys.,neutral,neutral,879,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia880_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia880_utt0.npy,Oh really?!,surprise,surprise,880,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia880_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia880_utt1.npy,Yeah. Did you tell someone that I was gay?,neutral,neutral,880,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia880_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia880_utt2.npy,"Oh, did you not want people to know that?",happiness,joy,880,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia881_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia881_utt0.npy,But Im not gay. And I especially wouldnt want you to think I was gay.,happiness,joy,881,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia882_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia882_utt0.npy,Whys that?,neutral,neutral,882,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia883_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia883_utt0.npy,I dont think I should say.,neutral,neutral,883,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia883_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia883_utt1.npy,"Ohh, you can say. Come on, I dont want you to feel like you cant tell me things.",neutral,neutral,883,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia883_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia883_utt2.npy,Okay.,neutral,neutral,883,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia883_utt3.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia883_utt3.npy,Kay.,neutral,neutral,883,3,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia883_utt4.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia883_utt4.npy,Well,neutral,neutral,883,4,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia883_utt5.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia883_utt5.npy,Yeah.,neutral,neutral,883,5,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia883_utt6.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia883_utt6.npy,Id love to ask out your friend Phoebe.,neutral,neutral,883,6,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia883_utt7.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia883_utt7.npy,"Yeah, shes gay.",neutral,neutral,883,7,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt0.npy,Here you go.,neutral,neutral,884,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt1.npy,"Great! All right, so Ill call you later.",happiness,joy,884,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt2.npy,Great!,happiness,joy,884,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt3.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt3.npy,Hey-Hey-Hey! Who was that?,surprise,surprise,884,3,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt4.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt4.npy,That would be Casey. Were going out tonight.,neutral,neutral,884,4,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt5.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt5.npy,"Goin out, huh? Wow! Wow! So things didnt work out with Kathy, huh? Bummer.",surprise,surprise,884,5,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt6.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt6.npy,"No, things are fine with Kathy. Im having a late dinner with her tonight, right after my early dinner with Casey.",neutral,neutral,884,6,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt7.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt7.npy,What?,surprise,surprise,884,7,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt8.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt8.npy,Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,anger,anger,884,8,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt9.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt9.npy,Wait! Youre going out with Kathy!,surprise,surprise,884,9,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt10.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt10.npy,Yeah. Why are you getting so upset?,surprise,surprise,884,10,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt11.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt11.npy,"Well, Im upsetfor you. I mean, having sex with an endless line of beautiful women must be very unfulfilling for you.",disgust,disgust,884,11,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt12.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt12.npy,What is the big deal? Its not like were exclusive.,sadness,sadness,884,12,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt13.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt13.npy,"Look, Joey, Kathy is clearly not fulfilling your emotional needs.",anger,anger,884,13,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt14.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt14.npy,"But Casey, I mean granted I only saw the back of her head, but I got this sense that shes-shes smart, and funny, and gets you.",neutral,neutral,884,14,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt15.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt15.npy,You got all that from the back of her head?,surprise,surprise,884,15,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt16.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt16.npy,"All right look, I think its time for you to settle down. Y'know? Make a choice, pick a lane.",neutral,neutral,884,16,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia884_utt17.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia884_utt17.npy,Whos Elaine?,neutral,neutral,884,17,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia885_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia885_utt0.npy,Can you people not see me?!,happiness,joy,885,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia885_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia885_utt1.npy,"So, will you talk to him?",neutral,neutral,885,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia885_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia885_utt2.npy,I dont know Rach.,neutral,neutral,885,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia885_utt3.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia885_utt3.npy,"Oh, come on! Ill give you ten free",anger,anger,885,3,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia885_utt4.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia885_utt4.npy,One! No ten! You said ten! You cant take that back!,anger,anger,885,4,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt0.npy,Hey!,happiness,joy,886,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt1.npy,Hi!,happiness,joy,886,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt2.npy,"Listen, can we watch cartoons on your television?",neutral,neutral,886,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt3.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt3.npy,We need a porn break.,neutral,neutral,886,3,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt4.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt4.npy,"We spent the last two hours watching In & Out & In, Again.",neutral,neutral,886,4,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt5.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt5.npy,"Well, so, why dont you just turn it off?",happiness,joy,886,5,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt6.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt6.npy,Because then we would be the guys who turned off free porn.,neutral,neutral,886,6,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt7.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt7.npy,"Ooh, good, youre hear! Okay.",happiness,joy,886,7,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt8.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt8.npy,Hey!,happiness,joy,886,8,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt9.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt9.npy,Hi!,happiness,joy,886,9,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt10.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt10.npy,"Well, what-what cha got there?",happiness,joy,886,10,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt11.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt11.npy,"Oh this, well Im glad you asked.",happiness,joy,886,11,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt12.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt12.npy,"Now, dont you hate it when you have to cut a tin can with an ordinary steak knife?",disgust,disgust,886,12,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt13.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt13.npy,Ahh!,neutral,neutral,886,13,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt14.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt14.npy,"Now, I know what youre thinking",neutral,neutral,886,14,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt15.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt15.npy,Pregnant Woman Slays Four?,fear,fear,886,15,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt16.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt16.npy,"Phoebe, they didnt make you pay for those knives, did they?",surprise,surprise,886,16,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt17.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt17.npy,No!,happiness,joy,886,17,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt20.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt20.npy,"Honey, youre not gonna make enough money to help Frank and Alice just by selling knives.",neutral,neutral,886,20,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt21.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt21.npy,"No-no, I know that, but I just have to make enough money for the second part of my plan.",neutral,neutral,886,21,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia886_utt22.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia886_utt22.npy,Whats the second part of your plan?,neutral,neutral,886,22,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia887_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia887_utt0.npy,Yes thats right.,neutral,neutral,887,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia887_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia887_utt1.npy,Why?,surprise,surprise,887,1,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia887_utt2.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia887_utt2.npy,"I tired attacking two women, did not work.",neutral,neutral,887,2,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia887_utt3.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia887_utt3.npy,What?!,surprise,surprise,887,3,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia887_utt4.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia887_utt4.npy,"No, I mean its okay, I mean, theyre-theyre my friends.",neutral,neutral,887,4,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia887_utt5.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia887_utt5.npy,"In fact, I-I-I was married to one of them.",anger,anger,887,5,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia887_utt6.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia887_utt6.npy,"Let me get this straight man, you attacked your ex-wife?!",anger,anger,887,6,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia887_utt7.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia887_utt7.npy,"Oh, no!",surprise,surprise,887,7,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia887_utt8.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia887_utt8.npy,No-no!,surprise,surprise,887,8,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia887_utt9.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia887_utt9.npy,"No, I tired!",surprise,surprise,887,9,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia887_utt10.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia887_utt10.npy,But I couldnt.,neutral,neutral,887,10,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia887_utt11.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia887_utt11.npy,Thats why Im here.,anger,anger,887,11,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia887_utt12.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia887_utt12.npy,Maybe we could attack them together?,neutral,neutral,887,12,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia887_utt13.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia887_utt13.npy,That-thats a no.,neutral,neutral,887,13,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia888_utt0.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia888_utt0.npy,"What? No! No, Im not stopping. Im Red Ross!",sadness,sadness,888,0,train,MELD
D:\Savio Shaju\Multimodal Emotion Recognition\dataset1\train\train_splits\dia888_utt1.mp4,D:\Savio Shaju\Multimodal Emotion Recognition\models\fusion_pipeline_MELD\processed_data\train_dia888_utt1.npy,"Dude, if you go back out there, youre gonna be Dead Ross!",anger,anger,888,1,train,MELD
