file_path,feature_path,emotion,speaker_id,raw_emotion,original_folder,dataset
../../dataset\YAF_neutral\YAF_youth_neutral.wav,processed_data\yaf_neutral_YAF_youth_neutral.npy,neutral,yaf,neutral,YAF_neutral,TESS
../../dataset\OAF_angry\OAF_void_angry.wav,processed_data\oaf_anger_OAF_void_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Pleasant_surprise\OAF_match_ps.wav,processed_data\oaf_surprise_OAF_match_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Pleasant_surprise\OAF_mop_ps.wav,processed_data\oaf_surprise_OAF_mop_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_angry\OAF_near_angry.wav,processed_data\oaf_anger_OAF_near_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Sad\OAF_mood_sad.wav,processed_data\oaf_sadness_OAF_mood_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_angry\OAF_five_angry.wav,processed_data\oaf_anger_OAF_five_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_happy\OAF_search_happy.wav,processed_data\oaf_happiness_OAF_search_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_angry\OAF_pole_angry.wav,processed_data\oaf_anger_OAF_pole_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_disgust\OAF_bean_disgust.wav,processed_data\oaf_disgust_OAF_bean_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_neutral\OAF_rough_neutral.wav,processed_data\oaf_neutral_OAF_rough_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_angry\OAF_goose_angry.wav,processed_data\oaf_anger_OAF_goose_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Sad\OAF_bean_sad.wav,processed_data\oaf_sadness_OAF_bean_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Fear\OAF_sail_fear.wav,processed_data\oaf_fear_OAF_sail_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_angry\OAF_join_angry.wav,processed_data\oaf_anger_OAF_join_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Fear\OAF_mouse_fear.wav,processed_data\oaf_fear_OAF_mouse_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Sad\OAF_seize_sad.wav,processed_data\oaf_sadness_OAF_seize_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_neutral\OAF_wheat_neutral.wav,processed_data\oaf_neutral_OAF_wheat_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_Pleasant_surprise\OAF_third_ps.wav,processed_data\oaf_surprise_OAF_third_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_angry\OAF_vote_angry.wav,processed_data\oaf_anger_OAF_vote_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_angry\OAF_ripe_angry.wav,processed_data\oaf_anger_OAF_ripe_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_happy\OAF_yearn_happy.wav,processed_data\oaf_happiness_OAF_yearn_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_angry\OAF_rat_angry.wav,processed_data\oaf_anger_OAF_rat_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_angry\OAF_late_angry.wav,processed_data\oaf_anger_OAF_late_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Sad\OAF_merge_sad.wav,processed_data\oaf_sadness_OAF_merge_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_angry\OAF_moon_angry.wav,processed_data\oaf_anger_OAF_moon_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Sad\OAF_gas_sad.wav,processed_data\oaf_sadness_OAF_gas_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Fear\OAF_rot_fear.wav,processed_data\oaf_fear_OAF_rot_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_neutral\OAF_five_neutral.wav,processed_data\oaf_neutral_OAF_five_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_Fear\OAF_late_fear.wav,processed_data\oaf_fear_OAF_late_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_angry\OAF_talk_angry.wav,processed_data\oaf_anger_OAF_talk_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_disgust\OAF_get_disgust.wav,processed_data\oaf_disgust_OAF_get_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_disgust\OAF_mouse_disgust.wav,processed_data\oaf_disgust_OAF_mouse_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Fear\OAF_gaze_fear.wav,processed_data\oaf_fear_OAF_gaze_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Pleasant_surprise\OAF_reach_ps.wav,processed_data\oaf_surprise_OAF_reach_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_disgust\OAF_read_disgust.wav,processed_data\oaf_disgust_OAF_read_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_neutral\OAF_room_neutral.wav,processed_data\oaf_neutral_OAF_room_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_angry\OAF_match_angry.wav,processed_data\oaf_anger_OAF_match_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_neutral\OAF_walk_neutral.wav,processed_data\oaf_neutral_OAF_walk_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\YAF_pleasant_surprised\YAF_fail_ps.wav,processed_data\yaf_surprise_YAF_fail_ps.npy,surprise,yaf,pleasant_surprised,YAF_pleasant_surprised,TESS
../../dataset\OAF_happy\OAF_ripe_happy.wav,processed_data\oaf_happiness_OAF_ripe_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_Sad\OAF_neat_sad.wav,processed_data\oaf_sadness_OAF_neat_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_neutral\OAF_talk_neutral.wav,processed_data\oaf_neutral_OAF_talk_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_Fear\OAF_cheek_fear.wav,processed_data\oaf_fear_OAF_cheek_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_angry\OAF_mob_angry.wav,processed_data\oaf_anger_OAF_mob_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Fear\OAF_dog_fear.wav,processed_data\oaf_fear_OAF_dog_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_angry\OAF_keg_angry.wav,processed_data\oaf_anger_OAF_keg_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\YAF_disgust\YAF_bar_disgust.wav,processed_data\yaf_disgust_YAF_bar_disgust.npy,disgust,yaf,disgust,YAF_disgust,TESS
../../dataset\OAF_Pleasant_surprise\OAF_hate_ps.wav,processed_data\oaf_surprise_OAF_hate_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Pleasant_surprise\OAF_bought_ps.wav,processed_data\oaf_surprise_OAF_bought_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\YAF_fear\YAF_get_fear.wav,processed_data\yaf_fear_YAF_get_fear.npy,fear,yaf,fear,YAF_fear,TESS
../../dataset\OAF_disgust\OAF_mob_disgust.wav,processed_data\oaf_disgust_OAF_mob_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Sad\OAF_wash_sad.wav,processed_data\oaf_sadness_OAF_wash_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Sad\OAF_sheep_sad.wav,processed_data\oaf_sadness_OAF_sheep_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Sad\OAF_name_sad.wav,processed_data\oaf_sadness_OAF_name_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_neutral\OAF_dab_neutral.wav,processed_data\oaf_neutral_OAF_dab_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_happy\OAF_such_happy.wav,processed_data\oaf_happiness_OAF_such_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_happy\OAF_reach_happy.wav,processed_data\oaf_happiness_OAF_reach_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_disgust\OAF_wheat_disgust.wav,processed_data\oaf_disgust_OAF_wheat_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_disgust\OAF_doll_disgust.wav,processed_data\oaf_disgust_OAF_doll_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Sad\OAF_reach_sad.wav,processed_data\oaf_sadness_OAF_reach_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_disgust\OAF_jar_disgust.wav,processed_data\oaf_disgust_OAF_jar_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_disgust\OAF_moon_disgust.wav,processed_data\oaf_disgust_OAF_moon_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Sad\OAF_far_sad.wav,processed_data\oaf_sadness_OAF_far_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_angry\OAF_pain_angry.wav,processed_data\oaf_anger_OAF_pain_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\YAF_sad\YAF_white_sad.wav,processed_data\yaf_sadness_YAF_white_sad.npy,sadness,yaf,sad,YAF_sad,TESS
../../dataset\OAF_happy\OAF_keep_happy.wav,processed_data\oaf_happiness_OAF_keep_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_disgust\OAF_gin_disgust.wav,processed_data\oaf_disgust_OAF_gin_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Pleasant_surprise\OAF_team_ps.wav,processed_data\oaf_surprise_OAF_team_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Pleasant_surprise\OAF_shawl_ps.wav,processed_data\oaf_surprise_OAF_shawl_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_angry\OAF_juice_angry.wav,processed_data\oaf_anger_OAF_juice_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_angry\OAF_love_angry.wav,processed_data\oaf_anger_OAF_love_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_neutral\OAF_tool_neutral.wav,processed_data\oaf_neutral_OAF_tool_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_angry\OAF_dodge_angry.wav,processed_data\oaf_anger_OAF_dodge_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_happy\OAF_youth_happy.wav,processed_data\oaf_happiness_OAF_youth_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_Pleasant_surprise\OAF_tire_ps.wav,processed_data\oaf_surprise_OAF_tire_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Sad\OAF_shall_sad.wav,processed_data\oaf_sadness_OAF_shall_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Fear\OAF_get_fear.wav,processed_data\oaf_fear_OAF_get_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Fear\OAF_gas_fear.wav,processed_data\oaf_fear_OAF_gas_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_happy\OAF_thought_happy.wav,processed_data\oaf_happiness_OAF_thought_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_happy\OAF_page_happy.wav,processed_data\oaf_happiness_OAF_page_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_Sad\OAF_death_sad.wav,processed_data\oaf_sadness_OAF_death_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Sad\OAF_tool_sad.wav,processed_data\oaf_sadness_OAF_tool_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_angry\OAF_back_angry.wav,processed_data\oaf_anger_OAF_back_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Sad\OAF_size_sad.wav,processed_data\oaf_sadness_OAF_size_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\YAF_angry\YAF_south_angry.wav,processed_data\yaf_anger_YAF_south_angry.npy,anger,yaf,angry,YAF_angry,TESS
../../dataset\OAF_angry\OAF_king_angry.wav,processed_data\oaf_anger_OAF_king_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_angry\OAF_lease_angry.wav,processed_data\oaf_anger_OAF_lease_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\YAF_fear\YAF_goose_fear.wav,processed_data\yaf_fear_YAF_goose_fear.npy,fear,yaf,fear,YAF_fear,TESS
../../dataset\OAF_angry\OAF_lean_angry.wav,processed_data\oaf_anger_OAF_lean_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Fear\OAF_hate_fear.wav,processed_data\oaf_fear_OAF_hate_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Pleasant_surprise\OAF_fit_ps.wav,processed_data\oaf_surprise_OAF_fit_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_happy\OAF_kill_happy.wav,processed_data\oaf_happiness_OAF_kill_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\YAF_neutral\YAF_lose_neutral.wav,processed_data\yaf_neutral_YAF_lose_neutral.npy,neutral,yaf,neutral,YAF_neutral,TESS
../../dataset\OAF_Pleasant_surprise\OAF_shack_ps.wav,processed_data\oaf_surprise_OAF_shack_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Fear\OAF_door_fear.wav,processed_data\oaf_fear_OAF_door_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_happy\OAF_third_happy.wav,processed_data\oaf_happiness_OAF_third_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_neutral\OAF_jug_neutral.wav,processed_data\oaf_neutral_OAF_jug_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_happy\OAF_gap_happy.wav,processed_data\oaf_happiness_OAF_gap_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_neutral\OAF_home_neutral.wav,processed_data\oaf_neutral_OAF_home_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_neutral\OAF_sail_neutral.wav,processed_data\oaf_neutral_OAF_sail_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_Pleasant_surprise\OAF_door_ps.wav,processed_data\oaf_surprise_OAF_door_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Sad\OAF_king_sad.wav,processed_data\oaf_sadness_OAF_king_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Pleasant_surprise\OAF_young_ps.wav,processed_data\oaf_surprise_OAF_young_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Fear\OAF_bean_fear.wav,processed_data\oaf_fear_OAF_bean_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\YAF_pleasant_surprised\YAF_mess_ps.wav,processed_data\yaf_surprise_YAF_mess_ps.npy,surprise,yaf,pleasant_surprised,YAF_pleasant_surprised,TESS
../../dataset\OAF_Pleasant_surprise\OAF_germ_ps.wav,processed_data\oaf_surprise_OAF_germ_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Sad\OAF_kill_sad.wav,processed_data\oaf_sadness_OAF_kill_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_angry\OAF_mood_angry.wav,processed_data\oaf_anger_OAF_mood_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_happy\OAF_book_happy.wav,processed_data\oaf_happiness_OAF_book_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\YAF_pleasant_surprised\YAF_mop_ps.wav,processed_data\yaf_surprise_YAF_mop_ps.npy,surprise,yaf,pleasant_surprised,YAF_pleasant_surprised,TESS
../../dataset\OAF_happy\OAF_live_happy.wav,processed_data\oaf_happiness_OAF_live_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_Pleasant_surprise\OAF_goose_ps.wav,processed_data\oaf_surprise_OAF_goose_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_neutral\OAF_dead_neutral.wav,processed_data\oaf_neutral_OAF_dead_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_Sad\OAF_dab_sad.wav,processed_data\oaf_sadness_OAF_dab_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Pleasant_surprise\OAF_gaze_ps.wav,processed_data\oaf_surprise_OAF_gaze_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_angry\OAF_hole_angry.wav,processed_data\oaf_anger_OAF_hole_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_disgust\OAF_laud_disgust.wav,processed_data\oaf_disgust_OAF_laud_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_neutral\OAF_gun_neutral.wav,processed_data\oaf_neutral_OAF_gun_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_happy\OAF_tough_happy.wav,processed_data\oaf_happiness_OAF_tough_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_Pleasant_surprise\OAF_lid_ps.wav,processed_data\oaf_surprise_OAF_lid_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_disgust\OAF_fall_disgust.wav,processed_data\oaf_disgust_OAF_fall_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_disgust\OAF_choice_disgust.wav,processed_data\oaf_disgust_OAF_choice_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_angry\OAF_sail_angry.wav,processed_data\oaf_anger_OAF_sail_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\YAF_sad\YAF_shack_sad.wav,processed_data\yaf_sadness_YAF_shack_sad.npy,sadness,yaf,sad,YAF_sad,TESS
../../dataset\OAF_disgust\OAF_time_disgust.wav,processed_data\oaf_disgust_OAF_time_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_Sad\OAF_pad_sad.wav,processed_data\oaf_sadness_OAF_pad_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_angry\OAF_pass_angry.wav,processed_data\oaf_anger_OAF_pass_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Sad\OAF_bite_sad.wav,processed_data\oaf_sadness_OAF_bite_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Sad\OAF_bath_sad.wav,processed_data\oaf_sadness_OAF_bath_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_disgust\OAF_goal_disgust.wav,processed_data\oaf_disgust_OAF_goal_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\YAF_sad\YAF_get_sad.wav,processed_data\yaf_sadness_YAF_get_sad.npy,sadness,yaf,sad,YAF_sad,TESS
../../dataset\YAF_happy\YAF_mob_happy.wav,processed_data\yaf_happiness_YAF_mob_happy.npy,happiness,yaf,happy,YAF_happy,TESS
../../dataset\OAF_Pleasant_surprise\OAF_dead_ps.wav,processed_data\oaf_surprise_OAF_dead_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_angry\OAF_book_angry.wav,processed_data\oaf_anger_OAF_book_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Fear\OAF_gin_fear.wav,processed_data\oaf_fear_OAF_gin_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_Sad\OAF_laud_sad.wav,processed_data\oaf_sadness_OAF_laud_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\YAF_fear\YAF_came_fear.wav,processed_data\yaf_fear_YAF_came_fear.npy,fear,yaf,fear,YAF_fear,TESS
../../dataset\OAF_happy\OAF_nag_happy.wav,processed_data\oaf_happiness_OAF_nag_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_disgust\OAF_hall_disgust.wav,processed_data\oaf_disgust_OAF_hall_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_neutral\OAF_learn_neutral.wav,processed_data\oaf_neutral_OAF_learn_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_Fear\OAF_wife_fear.wav,processed_data\oaf_fear_OAF_wife_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_disgust\OAF_when_disgust.wav,processed_data\oaf_disgust_OAF_when_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\YAF_disgust\YAF_mop_disgust.wav,processed_data\yaf_disgust_YAF_mop_disgust.npy,disgust,yaf,disgust,YAF_disgust,TESS
../../dataset\OAF_Sad\OAF_life_sad.wav,processed_data\oaf_sadness_OAF_life_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Fear\OAF_soap_fear.wav,processed_data\oaf_fear_OAF_soap_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_neutral\OAF_name_neutral.wav,processed_data\oaf_neutral_OAF_name_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_neutral\OAF_pole_neutral.wav,processed_data\oaf_neutral_OAF_pole_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_Sad\OAF_vine_sad.wav,processed_data\oaf_sadness_OAF_vine_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_neutral\OAF_thin_neutral.wav,processed_data\oaf_neutral_OAF_thin_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_Fear\OAF_hire_fear.wav,processed_data\oaf_fear_OAF_hire_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_happy\OAF_pick_happy.wav,processed_data\oaf_happiness_OAF_pick_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_Pleasant_surprise\OAF_date_ps.wav,processed_data\oaf_surprise_OAF_date_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\YAF_pleasant_surprised\YAF_limb_ps.wav,processed_data\yaf_surprise_YAF_limb_ps.npy,surprise,yaf,pleasant_surprised,YAF_pleasant_surprised,TESS
../../dataset\OAF_angry\OAF_said_angry.wav,processed_data\oaf_anger_OAF_said_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_neutral\OAF_sour_neutral.wav,processed_data\oaf_neutral_OAF_sour_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_Fear\OAF_mill_fear.wav,processed_data\oaf_fear_OAF_mill_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_neutral\OAF_pick_neutral.wav,processed_data\oaf_neutral_OAF_pick_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_Pleasant_surprise\OAF_time_ps.wav,processed_data\oaf_surprise_OAF_time_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_happy\OAF_room_happy.wav,processed_data\oaf_happiness_OAF_room_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\YAF_happy\YAF_lose_happy.wav,processed_data\yaf_happiness_YAF_lose_happy.npy,happiness,yaf,happy,YAF_happy,TESS
../../dataset\OAF_neutral\OAF_judge_neutral.wav,processed_data\oaf_neutral_OAF_judge_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
../../dataset\OAF_happy\OAF_raise_happy.wav,processed_data\oaf_happiness_OAF_raise_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_Fear\OAF_room_fear.wav,processed_data\oaf_fear_OAF_room_fear.npy,fear,oaf,fear,OAF_Fear,TESS
../../dataset\OAF_angry\OAF_tool_angry.wav,processed_data\oaf_anger_OAF_tool_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\YAF_sad\YAF_cheek_sad.wav,processed_data\yaf_sadness_YAF_cheek_sad.npy,sadness,yaf,sad,YAF_sad,TESS
../../dataset\OAF_happy\OAF_match_happy.wav,processed_data\oaf_happiness_OAF_match_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\YAF_happy\YAF_raid_happy.wav,processed_data\yaf_happiness_YAF_raid_happy.npy,happiness,yaf,happy,YAF_happy,TESS
../../dataset\OAF_Pleasant_surprise\OAF_tough_ps.wav,processed_data\oaf_surprise_OAF_tough_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Pleasant_surprise\OAF_book_ps.wav,processed_data\oaf_surprise_OAF_book_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\OAF_Pleasant_surprise\OAF_dime_ps.wav,processed_data\oaf_surprise_OAF_dime_ps.npy,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,TESS
../../dataset\YAF_pleasant_surprised\YAF_check_ps.wav,processed_data\yaf_surprise_YAF_check_ps.npy,surprise,yaf,pleasant_surprised,YAF_pleasant_surprised,TESS
../../dataset\OAF_angry\OAF_boat_angry.wav,processed_data\oaf_anger_OAF_boat_angry.npy,anger,oaf,angry,OAF_angry,TESS
../../dataset\OAF_Sad\OAF_deep_sad.wav,processed_data\oaf_sadness_OAF_deep_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_happy\OAF_jar_happy.wav,processed_data\oaf_happiness_OAF_jar_happy.npy,happiness,oaf,happy,OAF_happy,TESS
../../dataset\OAF_Sad\OAF_five_sad.wav,processed_data\oaf_sadness_OAF_five_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_Sad\OAF_dip_sad.wav,processed_data\oaf_sadness_OAF_dip_sad.npy,sadness,oaf,sad,OAF_Sad,TESS
../../dataset\OAF_disgust\OAF_soap_disgust.wav,processed_data\oaf_disgust_OAF_soap_disgust.npy,disgust,oaf,disgust,OAF_disgust,TESS
../../dataset\OAF_neutral\OAF_tell_neutral.wav,processed_data\oaf_neutral_OAF_tell_neutral.npy,neutral,oaf,neutral,OAF_neutral,TESS
